,round,categ_num,categ_person,flg_max_num,id,age,gender,gpa,income,subject_risk,cheat_activity,cheat_disagree,inc,holt_risk,mean_side,mean_cat_person
343,4,2,3,1,kf5m570s,22.0,Female,6.0,20 000 - 40 000 rubles,6.0,3.0,6.0,3,7,0.75,2.625
344,5,2,1,1,b0s88jol,21.0,Male,9.0,10 000 - 20 000 rubles,6.0,3.0,4.0,2,7,0.5,1.75
345,5,1,3,1,fgy4bsys,20.0,Male,6.0,40 000 - 70 000 rubles,3.0,3.0,4.0,4,6,0.5,1.5
346,5,2,1,1,au42r31p,21.0,Male,8.0,20 000 - 40 000 rubles,6.0,5.0,6.0,3,6,0.75,1.0
347,5,3,1,1,dj8u2oej,21.0,Female,8.0,<10 000 rubles,3.0,1.0,10.0,1,6,0.125,1.0
348,5,3,1,1,6yhpp3ae,21.0,Male,7.0,<10 000 rubles,4.0,3.0,7.0,1,4,0.75,1.0
349,5,3,2,1,ccna7j4r,21.0,Female,8.0,40 000 - 70 000 rubles,7.0,6.0,8.0,4,7,0.625,1.875
350,5,1,1,0,k5aiaq5z,19.0,Female,9.0,10 000 - 20 000 rubles,4.0,3.0,5.0,2,2,0.375,1.125
351,5,3,3,0,wwh5c4qx,20.0,Male,7.0,70 000 - 100 000 rubles,6.0,1.0,10.0,5,5,0.625,1.375
352,5,1,1,1,c4theher,22.0,Female,9.0,>100 000 rubles,7.0,3.0,6.0,6,6,0.75,1.75
353,5,3,1,1,gxzil8r6,21.0,Male,8.0,>100 000 rubles,8.0,3.0,10.0,6,4,0.75,1.0
354,5,1,1,0,vweul44w,20.0,Female,9.0,40 000 - 70 000 rubles,2.0,1.0,10.0,4,3,0.625,1.125
355,5,2,2,1,tssy3ee6,21.0,Female,6.0,20 000 - 40 000 rubles,8.0,3.0,8.0,3,7,0.75,2.125
356,5,1,1,1,9k4c7om1,20.0,Female,7.0,<10 000 rubles,6.0,3.0,4.0,1,5,0.5,1.25
357,5,1,2,0,w32okdcv,20.0,Male,7.0,20 000 - 40 000 rubles,3.0,1.0,10.0,3,5,0.625,1.625
358,5,2,1,0,xf3nj1in,21.0,Male,6.0,20 000 - 40 000 rubles,5.0,3.0,10.0,3,2,0.5,1.0
359,5,1,1,0,5y7x35fr,20.0,Female,8.0,10 000 - 20 000 rubles,6.0,5.0,5.0,2,5,0.375,1.375
360,5,1,1,1,xxwo1s8k,19.0,Female,9.0,40 000 - 70 000 rubles,3.0,2.0,8.0,4,7,0.5,1.125
361,5,3,1,0,pz2ntzyz,20.0,Female,6.0,20 000 - 40 000 rubles,5.0,4.0,6.0,3,4,0.75,1.0
362,5,2,1,1,lzu4f2al,20.0,Female,8.0,10 000 - 20 000 rubles,4.0,2.0,5.0,2,3,0.625,1.0
363,5,1,1,1,hqfyrx31,20.0,Female,9.0,70 000 - 100 000 rubles,5.0,3.0,3.0,5,2,0.875,1.0
364,5,1,1,0,ym95j2cc,20.0,Female,8.0,40 000 - 70 000 rubles,4.0,4.0,4.0,4,5,0.5,1.75
365,5,2,3,1,ynata8fr,21.0,Female,7.0,70 000 - 100 000 rubles,6.0,7.0,4.0,5,3,0.75,1.5
366,5,3,1,1,v2mnqbhc,21.0,Female,8.0,40 000 - 70 000 rubles,5.0,2.0,8.0,4,2,0.625,1.0
367,5,1,1,0,sqif5qxa,22.0,Male,7.0,40 000 - 70 000 rubles,2.0,4.0,5.0,4,3,0.625,1.0
368,5,2,2,0,k5kam98u,19.0,Female,8.0,20 000 - 40 000 rubles,4.0,5.0,6.0,3,2,0.75,1.875
369,5,2,3,0,7d15mdk2,19.0,Female,8.0,>100 000 rubles,8.0,2.0,9.0,6,5,0.875,2.375
370,5,2,1,0,4gzj35zj,21.0,Male,8.0,<10 000 rubles,7.0,2.0,7.0,1,5,0.5,1.75
371,5,2,2,1,x5dvpd1m,20.0,Female,8.0,40 000 - 70 000 rubles,7.0,6.0,3.0,4,8,0.625,2.25
372,5,3,1,0,9a9rdfim,21.0,Male,8.0,70 000 - 100 000 rubles,2.0,3.0,10.0,5,2,0.125,1.25
373,5,1,1,1,vlt4uukn,20.0,Male,7.0,40 000 - 70 000 rubles,8.0,8.0,2.0,4,6,0.875,1.0
374,5,2,1,1,0ow5w7je,20.0,Male,7.0,20 000 - 40 000 rubles,8.0,5.0,8.0,3,6,0.875,1.25
375,5,1,2,1,7skvogqj,20.0,Female,7.0,20 000 - 40 000 rubles,5.0,9.0,8.0,3,5,0.625,1.5
376,5,1,1,0,d8ht1iwm,20.0,Male,10.0,10 000 - 20 000 rubles,3.0,3.0,7.0,2,3,0.375,1.0
377,5,3,1,1,9y70ywn0,19.0,Male,9.0,>100 000 rubles,8.0,1.0,5.0,6,4,0.5,1.0
378,5,1,1,1,v5u2lpx3,20.0,Male,9.0,10 000 - 20 000 rubles,4.0,1.0,10.0,2,4,0.875,2.0
379,5,3,3,1,bbjpbwsz,20.0,Female,8.0,20 000 - 40 000 rubles,7.0,3.0,8.0,3,6,0.75,2.5
380,5,1,1,1,rnp0bj7s,20.0,Female,8.0,40 000 - 70 000 rubles,5.0,3.0,6.0,4,6,0.75,1.0
381,5,2,2,1,6abqubju,19.0,Female,8.0,40 000 - 70 000 rubles,4.0,3.0,8.0,4,3,0.5,1.75
382,5,3,2,1,rvgteb3g,19.0,Female,8.0,20 000 - 40 000 rubles,8.0,4.0,6.0,3,9,0.875,2.5
383,5,1,3,0,obe5mwhf,21.0,Female,8.0,20 000 - 40 000 rubles,2.0,3.0,8.0,3,4,0.5,1.75
384,5,3,1,1,f3lxg2w5,21.0,Male,9.0,70 000 - 100 000 rubles,7.0,6.0,5.0,5,6,0.75,1.375
385,5,3,1,1,hd2fmrvz,19.0,Male,7.0,10 000 - 20 000 rubles,6.0,4.0,9.0,2,2,0.625,1.625
386,5,2,1,0,5okx6ma4,21.0,Male,9.0,>100 000 rubles,3.0,5.0,5.0,6,6,0.0,1.0
387,5,3,1,1,nt0ty2kl,21.0,Male,8.0,70 000 - 100 000 rubles,10.0,2.0,10.0,5,6,0.625,1.0
388,5,1,1,0,l1rb2j0z,21.0,Female,8.0,10 000 - 20 000 rubles,7.0,3.0,9.0,2,4,0.375,1.625
389,5,1,1,1,1rdx94cq,21.0,Male,7.0,>100 000 rubles,10.0,5.0,5.0,6,1,0.75,2.375
390,5,3,1,0,fsie3o6a,21.0,Female,8.0,40 000 - 70 000 rubles,6.0,4.0,8.0,4,8,0.75,1.0
391,5,1,1,0,yk8we7oo,21.0,Female,9.0,>100 000 rubles,1.0,3.0,5.0,6,6,0.375,1.25
392,5,1,1,1,evck7avu,21.0,Female,5.0,>100 000 rubles,3.0,4.0,6.0,6,1,0.625,1.125
393,5,2,2,0,f1g8nodq,20.0,Male,8.0,40 000 - 70 000 rubles,6.0,2.0,7.0,4,7,0.75,1.875
394,5,1,3,1,jdqa11s2,21.0,Female,9.0,20 000 - 40 000 rubles,3.0,7.0,7.0,3,6,0.625,1.625
395,5,1,1,1,knyd53il,20.0,Male,8.0,20 000 - 40 000 rubles,6.0,2.0,8.0,3,6,0.625,1.875
396,5,3,3,0,ooi7nekh,21.0,Male,7.0,70 000 - 100 000 rubles,8.0,2.0,8.0,5,6,0.375,3.0
397,5,3,1,1,l7zu3ga1,21.0,Female,8.0,>100 000 rubles,9.0,6.0,9.0,6,4,0.625,1.125
398,5,1,2,1,tenkfair,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,3.0,4,4,0.75,1.875
399,5,2,2,0,dw0p5aus,24.0,Female,8.0,70 000 - 100 000 rubles,6.0,4.0,9.0,5,4,0.5,2.625
400,5,2,2,1,nhrultn8,20.0,Female,7.0,40 000 - 70 000 rubles,7.0,8.0,2.0,4,6,0.5,1.75
401,5,3,3,1,knz9rl9y,20.0,Female,8.0,70 000 - 100 000 rubles,10.0,10.0,1.0,5,2,0.75,2.125
402,5,1,1,0,gisfg4h9,20.0,Female,9.0,70 000 - 100 000 rubles,8.0,4.0,8.0,5,6,0.625,1.0
403,5,2,2,1,5ud4qjhj,20.0,Male,5.0,20 000 - 40 000 rubles,7.0,6.0,8.0,3,6,0.75,1.625
404,5,1,1,0,exnfiplb,21.0,Female,8.0,20 000 - 40 000 rubles,7.0,8.0,7.0,3,4,0.5,1.0
405,5,1,3,1,4pwfi1p4,21.0,Female,8.0,70 000 - 100 000 rubles,3.0,9.0,2.0,5,4,0.625,2.0
406,5,2,1,1,l6bvwme4,21.0,Male,9.0,40 000 - 70 000 rubles,7.0,7.0,5.0,4,4,0.75,1.0
407,5,3,1,0,eqchj0w7,21.0,Male,9.0,<10 000 rubles,7.0,3.0,3.0,1,1,0.625,1.0
408,5,1,2,0,dg903mo3,21.0,Male,7.0,40 000 - 70 000 rubles,10.0,8.0,8.0,4,7,0.5,1.25
409,5,1,1,0,7iw5gvwz,21.0,Male,5.0,>100 000 rubles,5.0,10.0,3.0,6,6,0.5,1.0
410,5,1,3,1,w7tw5x8r,21.0,Female,8.0,20 000 - 40 000 rubles,9.0,3.0,2.0,3,6,0.75,1.875
411,5,3,1,1,6ixv8n1i,21.0,Female,9.0,20 000 - 40 000 rubles,8.0,2.0,5.0,3,8,0.5,1.25
412,5,2,3,0,0t505mu7,19.0,Male,5.0,10 000 - 20 000 rubles,9.0,5.0,8.0,2,7,0.5,2.625
413,5,1,1,0,b8icfsi6,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,10.0,4,4,0.875,1.0
414,5,2,3,1,e0bpat9i,22.0,Female,7.0,40 000 - 70 000 rubles,7.0,2.0,7.0,4,8,0.875,2.375
415,5,1,3,1,3qcyrqp3,24.0,Male,8.0,>100 000 rubles,8.0,2.0,8.0,6,9,0.5,2.5
416,5,2,3,1,qt4qf9sm,20.0,Female,6.0,10 000 - 20 000 rubles,8.0,4.0,6.0,2,9,0.625,2.625
417,5,1,2,0,glednkge,22.0,Male,7.0,40 000 - 70 000 rubles,8.0,2.0,8.0,4,8,0.5,2.25
418,5,2,3,1,19rd7obr,19.0,Female,9.0,<10 000 rubles,8.0,1.0,9.0,1,8,0.375,2.25
419,5,3,3,1,38z8h7xh,18.0,Male,6.0,<10 000 rubles,8.0,6.0,6.0,1,7,0.75,2.875
420,5,1,2,0,yjssiiak,21.0,Male,10.0,20 000 - 40 000 rubles,8.0,2.0,8.0,3,9,0.625,2.25
421,5,3,3,1,dqqwewna,19.0,Female,7.0,70 000 - 100 000 rubles,7.0,3.0,8.0,5,7,0.625,2.625
422,5,1,2,1,hold064k,20.0,Male,6.0,>100 000 rubles,8.0,4.0,8.0,6,7,0.75,2.125
423,5,3,3,1,p0wf5ypc,20.0,Female,9.0,20 000 - 40 000 rubles,7.0,2.0,8.0,3,8,0.625,2.125
424,5,2,2,1,uoxpq3xb,22.0,Female,8.0,70 000 - 100 000 rubles,6.0,1.0,10.0,5,9,1.0,2.25
425,5,1,3,0,iii1294w,21.0,Male,7.0,20 000 - 40 000 rubles,7.0,4.0,8.0,3,9,0.75,2.5
426,5,3,1,1,0cyoyx66,22.0,Male,8.0,70 000 - 100 000 rubles,6.0,1.0,8.0,5,7,0.625,2.25
427,5,3,1,1,ax6r14op,23.0,Female,9.0,>100 000 rubles,8.0,3.0,9.0,6,7,0.625,2.0
428,5,3,2,1,3622n19e,22.0,Female,7.0,70 000 - 100 000 rubles,7.0,2.0,9.0,5,9,0.875,2.625
429,5,2,2,0,kf5m570s,22.0,Female,6.0,20 000 - 40 000 rubles,6.0,3.0,6.0,3,7,0.75,2.625
430,6,2,3,0,b0s88jol,21.0,Male,9.0,10 000 - 20 000 rubles,6.0,3.0,4.0,2,7,0.5,1.75
431,6,2,1,1,fgy4bsys,20.0,Male,6.0,40 000 - 70 000 rubles,3.0,3.0,4.0,4,6,0.5,1.5
432,6,3,1,1,au42r31p,21.0,Male,8.0,20 000 - 40 000 rubles,6.0,5.0,6.0,3,6,0.75,1.0
433,6,1,1,0,dj8u2oej,21.0,Female,8.0,<10 000 rubles,3.0,1.0,10.0,1,6,0.125,1.0
434,6,2,1,0,6yhpp3ae,21.0,Male,7.0,<10 000 rubles,4.0,3.0,7.0,1,4,0.75,1.0
435,6,3,1,0,ccna7j4r,21.0,Female,8.0,40 000 - 70 000 rubles,7.0,6.0,8.0,4,7,0.625,1.875
436,6,1,1,0,k5aiaq5z,19.0,Female,9.0,10 000 - 20 000 rubles,4.0,3.0,5.0,2,2,0.375,1.125
437,6,1,1,1,wwh5c4qx,20.0,Male,7.0,70 000 - 100 000 rubles,6.0,1.0,10.0,5,5,0.625,1.375
438,6,3,3,1,c4theher,22.0,Female,9.0,>100 000 rubles,7.0,3.0,6.0,6,6,0.75,1.75
439,6,3,1,0,gxzil8r6,21.0,Male,8.0,>100 000 rubles,8.0,3.0,10.0,6,4,0.75,1.0
440,6,2,1,0,vweul44w,20.0,Female,9.0,40 000 - 70 000 rubles,2.0,1.0,10.0,4,3,0.625,1.125
441,6,2,3,1,tssy3ee6,21.0,Female,6.0,20 000 - 40 000 rubles,8.0,3.0,8.0,3,7,0.75,2.125
442,6,3,1,0,9k4c7om1,20.0,Female,7.0,<10 000 rubles,6.0,3.0,4.0,1,5,0.5,1.25
443,6,3,1,1,w32okdcv,20.0,Male,7.0,20 000 - 40 000 rubles,3.0,1.0,10.0,3,5,0.625,1.625
444,6,1,1,1,xf3nj1in,21.0,Male,6.0,20 000 - 40 000 rubles,5.0,3.0,10.0,3,2,0.5,1.0
445,6,1,2,1,5y7x35fr,20.0,Female,8.0,10 000 - 20 000 rubles,6.0,5.0,5.0,2,5,0.375,1.375
446,6,3,1,1,xxwo1s8k,19.0,Female,9.0,40 000 - 70 000 rubles,3.0,2.0,8.0,4,7,0.5,1.125
447,6,3,1,0,pz2ntzyz,20.0,Female,6.0,20 000 - 40 000 rubles,5.0,4.0,6.0,3,4,0.75,1.0
448,6,3,1,0,lzu4f2al,20.0,Female,8.0,10 000 - 20 000 rubles,4.0,2.0,5.0,2,3,0.625,1.0
449,6,2,1,1,hqfyrx31,20.0,Female,9.0,70 000 - 100 000 rubles,5.0,3.0,3.0,5,2,0.875,1.0
450,6,3,3,0,ym95j2cc,20.0,Female,8.0,40 000 - 70 000 rubles,4.0,4.0,4.0,4,5,0.5,1.75
451,6,3,1,1,ynata8fr,21.0,Female,7.0,70 000 - 100 000 rubles,6.0,7.0,4.0,5,3,0.75,1.5
452,6,3,1,1,v2mnqbhc,21.0,Female,8.0,40 000 - 70 000 rubles,5.0,2.0,8.0,4,2,0.625,1.0
453,6,2,1,0,sqif5qxa,22.0,Male,7.0,40 000 - 70 000 rubles,2.0,4.0,5.0,4,3,0.625,1.0
454,6,2,3,1,k5kam98u,19.0,Female,8.0,20 000 - 40 000 rubles,4.0,5.0,6.0,3,2,0.75,1.875
455,6,3,3,1,7d15mdk2,19.0,Female,8.0,>100 000 rubles,8.0,2.0,9.0,6,5,0.875,2.375
456,6,1,3,1,4gzj35zj,21.0,Male,8.0,<10 000 rubles,7.0,2.0,7.0,1,5,0.5,1.75
457,6,1,2,1,x5dvpd1m,20.0,Female,8.0,40 000 - 70 000 rubles,7.0,6.0,3.0,4,8,0.625,2.25
458,6,3,1,0,9a9rdfim,21.0,Male,8.0,70 000 - 100 000 rubles,2.0,3.0,10.0,5,2,0.125,1.25
459,6,1,1,1,vlt4uukn,20.0,Male,7.0,40 000 - 70 000 rubles,8.0,8.0,2.0,4,6,0.875,1.0
460,6,3,1,1,0ow5w7je,20.0,Male,7.0,20 000 - 40 000 rubles,8.0,5.0,8.0,3,6,0.875,1.25
461,6,3,1,1,7skvogqj,20.0,Female,7.0,20 000 - 40 000 rubles,5.0,9.0,8.0,3,5,0.625,1.5
462,6,2,1,0,d8ht1iwm,20.0,Male,10.0,10 000 - 20 000 rubles,3.0,3.0,7.0,2,3,0.375,1.0
463,6,3,1,0,9y70ywn0,19.0,Male,9.0,>100 000 rubles,8.0,1.0,5.0,6,4,0.5,1.0
464,6,2,2,1,v5u2lpx3,20.0,Male,9.0,10 000 - 20 000 rubles,4.0,1.0,10.0,2,4,0.875,2.0
465,6,3,3,1,bbjpbwsz,20.0,Female,8.0,20 000 - 40 000 rubles,7.0,3.0,8.0,3,6,0.75,2.5
466,6,3,1,0,rnp0bj7s,20.0,Female,8.0,40 000 - 70 000 rubles,5.0,3.0,6.0,4,6,0.75,1.0
467,6,1,3,0,6abqubju,19.0,Female,8.0,40 000 - 70 000 rubles,4.0,3.0,8.0,4,3,0.5,1.75
468,6,3,3,1,rvgteb3g,19.0,Female,8.0,20 000 - 40 000 rubles,8.0,4.0,6.0,3,9,0.875,2.5
469,6,2,1,1,obe5mwhf,21.0,Female,8.0,20 000 - 40 000 rubles,2.0,3.0,8.0,3,4,0.5,1.75
470,6,1,1,1,f3lxg2w5,21.0,Male,9.0,70 000 - 100 000 rubles,7.0,6.0,5.0,5,6,0.75,1.375
471,6,2,3,0,hd2fmrvz,19.0,Male,7.0,10 000 - 20 000 rubles,6.0,4.0,9.0,2,2,0.625,1.625
472,6,2,1,0,5okx6ma4,21.0,Male,9.0,>100 000 rubles,3.0,5.0,5.0,6,6,0.0,1.0
473,6,3,1,0,nt0ty2kl,21.0,Male,8.0,70 000 - 100 000 rubles,10.0,2.0,10.0,5,6,0.625,1.0
474,6,2,3,1,l1rb2j0z,21.0,Female,8.0,10 000 - 20 000 rubles,7.0,3.0,9.0,2,4,0.375,1.625
475,6,2,2,1,1rdx94cq,21.0,Male,7.0,>100 000 rubles,10.0,5.0,5.0,6,1,0.75,2.375
476,6,1,1,1,fsie3o6a,21.0,Female,8.0,40 000 - 70 000 rubles,6.0,4.0,8.0,4,8,0.75,1.0
477,6,2,1,1,yk8we7oo,21.0,Female,9.0,>100 000 rubles,1.0,3.0,5.0,6,6,0.375,1.25
478,6,3,1,0,evck7avu,21.0,Female,5.0,>100 000 rubles,3.0,4.0,6.0,6,1,0.625,1.125
479,6,2,3,1,f1g8nodq,20.0,Male,8.0,40 000 - 70 000 rubles,6.0,2.0,7.0,4,7,0.75,1.875
480,6,3,2,1,jdqa11s2,21.0,Female,9.0,20 000 - 40 000 rubles,3.0,7.0,7.0,3,6,0.625,1.625
481,6,2,3,0,knyd53il,20.0,Male,8.0,20 000 - 40 000 rubles,6.0,2.0,8.0,3,6,0.625,1.875
482,6,1,3,0,ooi7nekh,21.0,Male,7.0,70 000 - 100 000 rubles,8.0,2.0,8.0,5,6,0.375,3.0
483,6,3,1,1,l7zu3ga1,21.0,Female,8.0,>100 000 rubles,9.0,6.0,9.0,6,4,0.625,1.125
484,6,2,2,1,tenkfair,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,3.0,4,4,0.75,1.875
485,6,1,3,0,dw0p5aus,24.0,Female,8.0,70 000 - 100 000 rubles,6.0,4.0,9.0,5,4,0.5,2.625
486,6,3,2,0,nhrultn8,20.0,Female,7.0,40 000 - 70 000 rubles,7.0,8.0,2.0,4,6,0.5,1.75
487,6,2,3,1,knz9rl9y,20.0,Female,8.0,70 000 - 100 000 rubles,10.0,10.0,1.0,5,2,0.75,2.125
488,6,1,1,0,gisfg4h9,20.0,Female,9.0,70 000 - 100 000 rubles,8.0,4.0,8.0,5,6,0.625,1.0
489,6,2,1,1,5ud4qjhj,20.0,Male,5.0,20 000 - 40 000 rubles,7.0,6.0,8.0,3,6,0.75,1.625
490,6,1,1,1,exnfiplb,21.0,Female,8.0,20 000 - 40 000 rubles,7.0,8.0,7.0,3,4,0.5,1.0
491,6,1,1,1,4pwfi1p4,21.0,Female,8.0,70 000 - 100 000 rubles,3.0,9.0,2.0,5,4,0.625,2.0
492,6,3,1,1,l6bvwme4,21.0,Male,9.0,40 000 - 70 000 rubles,7.0,7.0,5.0,4,4,0.75,1.0
493,6,2,1,1,eqchj0w7,21.0,Male,9.0,<10 000 rubles,7.0,3.0,3.0,1,1,0.625,1.0
494,6,3,1,1,dg903mo3,21.0,Male,7.0,40 000 - 70 000 rubles,10.0,8.0,8.0,4,7,0.5,1.25
495,6,2,1,1,7iw5gvwz,21.0,Male,5.0,>100 000 rubles,5.0,10.0,3.0,6,6,0.5,1.0
496,6,2,3,1,w7tw5x8r,21.0,Female,8.0,20 000 - 40 000 rubles,9.0,3.0,2.0,3,6,0.75,1.875
497,6,2,1,1,6ixv8n1i,21.0,Female,9.0,20 000 - 40 000 rubles,8.0,2.0,5.0,3,8,0.5,1.25
498,6,2,2,1,0t505mu7,19.0,Male,5.0,10 000 - 20 000 rubles,9.0,5.0,8.0,2,7,0.5,2.625
499,6,1,1,1,b8icfsi6,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,10.0,4,4,0.875,1.0
500,6,3,3,1,e0bpat9i,22.0,Female,7.0,40 000 - 70 000 rubles,7.0,2.0,7.0,4,8,0.875,2.375
501,6,2,3,0,3qcyrqp3,24.0,Male,8.0,>100 000 rubles,8.0,2.0,8.0,6,9,0.5,2.5
502,6,3,3,1,qt4qf9sm,20.0,Female,6.0,10 000 - 20 000 rubles,8.0,4.0,6.0,2,9,0.625,2.625
503,6,3,1,1,glednkge,22.0,Male,7.0,40 000 - 70 000 rubles,8.0,2.0,8.0,4,8,0.5,2.25
504,6,3,2,1,19rd7obr,19.0,Female,9.0,<10 000 rubles,8.0,1.0,9.0,1,8,0.375,2.25
505,6,2,2,0,38z8h7xh,18.0,Male,6.0,<10 000 rubles,8.0,6.0,6.0,1,7,0.75,2.875
506,6,1,3,1,yjssiiak,21.0,Male,10.0,20 000 - 40 000 rubles,8.0,2.0,8.0,3,9,0.625,2.25
507,6,1,3,1,dqqwewna,19.0,Female,7.0,70 000 - 100 000 rubles,7.0,3.0,8.0,5,7,0.625,2.625
508,6,1,2,1,hold064k,20.0,Male,6.0,>100 000 rubles,8.0,4.0,8.0,6,7,0.75,2.125
509,6,2,3,1,p0wf5ypc,20.0,Female,9.0,20 000 - 40 000 rubles,7.0,2.0,8.0,3,8,0.625,2.125
510,6,3,1,1,uoxpq3xb,22.0,Female,8.0,70 000 - 100 000 rubles,6.0,1.0,10.0,5,9,1.0,2.25
511,6,2,2,1,iii1294w,21.0,Male,7.0,20 000 - 40 000 rubles,7.0,4.0,8.0,3,9,0.75,2.5
512,6,2,3,0,0cyoyx66,22.0,Male,8.0,70 000 - 100 000 rubles,6.0,1.0,8.0,5,7,0.625,2.25
513,6,3,1,0,ax6r14op,23.0,Female,9.0,>100 000 rubles,8.0,3.0,9.0,6,7,0.625,2.0
514,6,3,3,1,3622n19e,22.0,Female,7.0,70 000 - 100 000 rubles,7.0,2.0,9.0,5,9,0.875,2.625
